MODULE	NODE	P	FDR	N.mod	N.neigh	N.obsrv	N.expct	MEMBER	FILL	FOLD
KEGG_TYPE_I_DIABETES_MELLITUS,..	CD14	8.46394943831911e-06	1.49837263829905e-05	47	649	20	2.75521633095475	FALSE	0.0308166409861325	7.25895813526538
KEGG_PRIMARY_IMMUNODEFICIENCY	STK10	8.54078281832531e-06	1.51131820964897e-05	32	631	12	1.82386414957998	FALSE	0.0190174326465927	6.57943740095087
KEGG_VIRAL_MYOCARDITIS	PTPN6	8.58182099482646e-06	1.51792122324978e-05	58	749	23	3.92394544304941	FALSE	0.0307076101468625	5.86144744717094
KEGG_PRIMARY_IMMUNODEFICIENCY	IL10RA	8.58688610548683e-06	1.51815848447831e-05	32	805	18	2.32679974708698	FALSE	0.022360248447205	7.73594720496894
KEGG_VIRAL_MYOCARDITIS	IFNGR2	8.59380664207659e-06	1.51872343648662e-05	58	401	16	2.10080390208653	FALSE	0.0399002493765586	7.61613208358414
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	SERPINA1	8.7344423196342e-06	1.54290820351597e-05	103	417	23	3.87959533917442	FALSE	0.0551558752997602	5.9284533538218
KEGG_ASTHMA	IFI27	8.78221127164487e-06	1.55067454978329e-05	25	223	9	0.50356788004697	FALSE	0.0403587443946188	17.872466367713
KEGG_VIRAL_MYOCARDITIS	IRF8	8.79666699356276e-06	1.55255460314958e-05	58	581	24	3.04380814741216	FALSE	0.0413080895008606	7.88485963558668
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CTSH	8.80876060511325e-06	1.55401631272379e-05	103	594	25	5.52633005148586	FALSE	0.0420875420875421	4.52379784904057
KEGG_HEMATOPOIETIC_CELL_LINEAGE	SLC7A7	8.82515348514217e-06	1.55623489441716e-05	76	487	23	3.34314876704905	FALSE	0.0472279260780287	6.87974170539285
KEGG_VIRAL_MYOCARDITIS	IL4R	8.83079202651624e-06	1.55655594864275e-05	58	515	22	2.6980399241261	FALSE	0.0427184466019417	8.15406762638098
KEGG_VIRAL_MYOCARDITIS	TAGLN	8.93308036236746e-06	1.57390529980001e-05	58	296	10	1.55071809231325	FALSE	0.0337837837837838	6.44862534948742
KEGG_VIRAL_MYOCARDITIS	MS4A6A	9.03552187219753e-06	1.59126663814036e-05	58	789	24	4.13350194201066	FALSE	0.0304182509505703	5.80621476334076
KEGG_VIRAL_MYOCARDITIS	RAB27A	9.18127817363666e-06	1.61623795828656e-05	58	523	21	2.73995122391835	FALSE	0.0401529636711281	7.66437001384585
KEGG_ASTHMA	CD84	9.26812088691649e-06	1.6308212712973e-05	25	232	9	0.523891247403125	FALSE	0.0387931034482759	17.1791379310345
KEGG_HEMATOPOIETIC_CELL_LINEAGE	MYO1F	9.30777821849755e-06	1.63709282988846e-05	76	566	26	3.88546653418842	FALSE	0.0459363957597173	6.69160312441882
KEGG_VIRAL_MYOCARDITIS	IFI35	9.35953779696047e-06	1.64548665796498e-05	58	579	22	3.0333303224641	FALSE	0.0379965457685665	7.25275445178965
KEGG_CELL_ADHESION_MOLECULES_CAMS	MAFB	9.42410257966209e-06	1.65582474726808e-05	95	556	25	4.77102339445398	FALSE	0.0449640287769784	5.23996592199924
KEGG_VIRAL_MYOCARDITIS	TYMP	9.42646367036844e-06	1.65582474726808e-05	58	608	24	3.185258784211	FALSE	0.0394736842105263	7.53470961887477
KEGG_CELL_ADHESION_MOLECULES_CAMS	XAF1	9.46620766002751e-06	1.66208994960948e-05	95	319	23	2.73733176768133	FALSE	0.0721003134796238	8.4023428477149
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	SOD2	9.4808818050649e-06	1.66394985446619e-05	103	860	29	8.00108391292566	FALSE	0.0337209302325581	3.62450891849176
KEGG_TYPE_I_DIABETES_MELLITUS,..	MAP3K8	9.61797183082584e-06	1.6872836124904e-05	47	371	10	1.5750158070635	FALSE	0.0269541778975741	6.3491426277456
KEGG_VIRAL_MYOCARDITIS	SQRDL	9.63695985869996e-06	1.68927639731658e-05	58	508	17	2.66136753680788	FALSE	0.0334645669291339	6.3876934564214
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ARPC1B	9.64052396967028e-06	1.68927639731658e-05	103	731	27	6.80092132598681	FALSE	0.0369357045143639	3.97005033668469
KEGG_PRIMARY_IMMUNODEFICIENCY	WIPF1	9.64176153190013e-06	1.68927639731658e-05	32	528	10	1.52614939933159	FALSE	0.0189393939393939	6.5524384469697
KEGG_HEMATOPOIETIC_CELL_LINEAGE	IL1RN	9.66207604551832e-06	1.69210842085817e-05	76	415	21	2.84888447294734	FALSE	0.0506024096385542	7.37130627774255
KEGG_VIRAL_MYOCARDITIS	TPP1	9.68325687295569e-06	1.69508966384888e-05	58	706	22	3.69867220666606	FALSE	0.0311614730878187	5.94808049233174
KEGG_VIRAL_MYOCARDITIS	EMP3	9.77102948900522e-06	1.70972048183151e-05	58	762	24	3.99205130521181	FALSE	0.031496062992126	6.01194678251426
KEGG_PRIMARY_IMMUNODEFICIENCY	PTPRE	9.77957743129982e-06	1.71048207582194e-05	32	554	10	1.60130069551079	FALSE	0.0180505415162455	6.24492328519856
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	NFKB1	9.85233259752318e-06	1.72246826758585e-05	103	496	24	4.61457862885015	FALSE	0.0483870967741935	5.20090823676793
KEGG_CELL_ADHESION_MOLECULES_CAMS	ARPC1B	9.91710880190361e-06	1.73304983220579e-05	95	731	25	6.27269442688104	FALSE	0.0341997264021888	3.98552811577507
KEGG_VIRAL_MYOCARDITIS	LAIR1	9.99856963883725e-06	1.74653677881489e-05	58	550	22	2.88140186071719	FALSE	0.04	7.6351724137931
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	SP110	1.01224319081843e-05	1.76741562696649e-05	103	569	31	5.2937404028543	FALSE	0.054481546572935	5.85597283600935
KEGG_VIRAL_MYOCARDITIS	SYK	1.01611682287533e-05	1.77341964334876e-05	58	418	18	2.18986541414506	FALSE	0.0430622009569378	8.21968322059066
KEGG_VIRAL_MYOCARDITIS	GADD45B	1.01927627106361e-05	1.77817259611738e-05	58	717	24	3.75630024388041	FALSE	0.0334728033472803	6.38926561823691
KEGG_TYPE_I_DIABETES_MELLITUS,..	TNFAIP3	1.03243048012439e-05	1.80035032825798e-05	47	1264	24	5.36609159064222	FALSE	0.0189873417721519	4.47252895232965
KEGG_ASTHMA	FPR3	1.0346283210097e-05	1.80324054771577e-05	25	219	9	0.494535272333123	FALSE	0.0410958904109589	18.198904109589
KEGG_PRIMARY_IMMUNODEFICIENCY	TYMP	1.03497249979271e-05	1.80324054771577e-05	32	608	12	1.75738415680607	FALSE	0.0197368421052632	6.82833059210526
KEGG_PRIMARY_IMMUNODEFICIENCY	IFI35	1.03571421796049e-05	1.80376201051897e-05	32	579	11	1.67356155722157	FALSE	0.0189982728842832	6.57280872193437
KEGG_HEMATOPOIETIC_CELL_LINEAGE	EVI2A	1.05278466177673e-05	1.83270839712372e-05	76	512	24	3.51476831361214	FALSE	0.046875	6.82833059210526
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	PLXNC1	1.05523301273756e-05	1.83618651000044e-05	103	283	19	2.63291482250926	FALSE	0.0671378091872792	7.21633675254726
KEGG_TYPE_I_DIABETES_MELLITUS,..	IL1B	1.05828934235057e-05	1.84071913343143e-05	47	787	23	3.34107126727486	TRUE	0.0292249047013977	6.88401957338668
KEGG_VIRAL_MYOCARDITIS	C1QA	1.05882819144946e-05	1.84087101771406e-05	58	422	18	2.21082106404119	FALSE	0.042654028436019	8.14177153129596
KEGG_TYPE_I_DIABETES_MELLITUS,..	IL4R	1.06677862147427e-05	1.85390300074621e-05	47	515	19	2.18634269713666	FALSE	0.0368932038834951	8.69031191902499
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ICAM3	1.07608572362476e-05	1.8692805689042e-05	103	338	21	3.14461204949869	FALSE	0.0621301775147929	6.67808927442983
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	SLC2A3	1.08627800969513e-05	1.88618204664696e-05	103	651	27	6.05663445036582	FALSE	0.0414746543778802	4.45792134580108
KEGG_CELL_ADHESION_MOLECULES_CAMS	MFNG	1.10252615944783e-05	1.91357988593818e-05	95	260	19	2.23105410532021	FALSE	0.0730769230769231	8.51615384615385
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	HLA-C	1.10978274589792e-05	1.92535500213864e-05	103	556	24	5.17279378556589	TRUE	0.0431654676258993	4.63965914646923
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	COTL1	1.11521298698677e-05	1.93395293404724e-05	103	393	23	3.65630927648812	FALSE	0.0585241730279898	6.29049630672695
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CCL2	1.11902607270183e-05	1.93974034796146e-05	38	679	19	2.3305934423268	FALSE	0.0279823269513991	8.15243004418262
KEGG_VIRAL_MYOCARDITIS	ANXA5	1.12168148803141e-05	1.94351696842501e-05	58	800	25	4.191129979225	FALSE	0.03125	5.96497844827586
KEGG_VIRAL_MYOCARDITIS	CCDC109B	1.12534417437104e-05	1.9490349188236e-05	58	389	13	2.03793695239816	FALSE	0.0334190231362468	6.37900008864462
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	IFI44	1.12656472202238e-05	1.95032032767951e-05	103	454	25	4.22382801914913	FALSE	0.0550660792951542	5.91880159103546
KEGG_VIRAL_MYOCARDITIS	NPC2	1.12925039069765e-05	1.95414000122001e-05	58	632	21	3.31099268358775	FALSE	0.0332278481012658	6.34250872981231
KEGG_CELL_ADHESION_MOLECULES_CAMS	B2M	1.13578219808927e-05	1.96427190674957e-05	95	562	25	4.82250925842291	FALSE	0.0444839857651246	5.18402322532309
KEGG_CELL_ADHESION_MOLECULES_CAMS	LITAF	1.13606896151962e-05	1.96427190674957e-05	95	496	26	4.2561647547647	FALSE	0.0524193548387097	6.10878607809847
KEGG_VIRAL_MYOCARDITIS	IFITM1	1.14762002086605e-05	1.98340263886006e-05	58	949	27	4.97172793785566	FALSE	0.0284510010537408	5.430707459758
KEGG_HEMATOPOIETIC_CELL_LINEAGE	PRF1	1.15827472900544e-05	2.00096867379456e-05	76	395	20	2.71158883569687	FALSE	0.0506329113924051	7.37574950033311
KEGG_PRIMARY_IMMUNODEFICIENCY	PLCG2	1.15935323016802e-05	2.00198353214529e-05	32	248	9	0.716827748170897	FALSE	0.0362903225806452	12.5553175403226
KEGG_VIRAL_MYOCARDITIS	CTSH	1.18311533859039e-05	2.04215124277435e-05	58	594	23	3.11191400957456	FALSE	0.0387205387205387	7.39094972715662
KEGG_CELL_ADHESION_MOLECULES_CAMS	ARL4C	1.18895931093027e-05	2.05089902970098e-05	95	392	19	3.36374311263662	FALSE	0.048469387755102	5.6484693877551
KEGG_HEMATOPOIETIC_CELL_LINEAGE	S100A9	1.18918943002529e-05	2.05089902970098e-05	76	457	22	3.13720531117334	FALSE	0.0481400437636762	7.01261084878498
KEGG_HEMATOPOIETIC_CELL_LINEAGE	GPR183	1.19465028610006e-05	2.05944575747567e-05	76	502	25	3.4461204949869	FALSE	0.049800796812749	7.25453449360453
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	HLA-B	1.19861976099088e-05	2.0654153700591e-05	38	645	16	2.2138921506639	FALSE	0.0248062015503876	7.22709098327213
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ALOX5	1.20028471057595e-05	2.06741054711371e-05	103	453	24	4.21452443320387	FALSE	0.0529801324503311	5.69459268308365
KEGG_ASTHMA	TNFSF10	1.20754800436303e-05	2.07904274230916e-05	25	760	11	1.71619546563093	FALSE	0.0144736842105263	6.40952631578947
KEGG_TYPE_I_DIABETES_MELLITUS,..	IFI30	1.21820758791904e-05	2.09651006160655e-05	47	962	23	4.08400325173878	FALSE	0.0239085239085239	5.63172911045252
KEGG_CELL_ADHESION_MOLECULES_CAMS	GLIPR1	1.22024650363635e-05	2.09825904049504e-05	95	676	28	5.80074067383254	FALSE	0.0414201183431953	4.82696979134226
KEGG_VIRAL_MYOCARDITIS	TNFAIP3	1.22025317267936e-05	2.09825904049504e-05	58	1264	28	6.6219853671755	FALSE	0.0221518987341772	4.22833915320821
KEGG_ASTHMA	MARCH1	1.22200791899536e-05	2.10039050832381e-05	25	241	9	0.544214614759281	FALSE	0.037344398340249	16.5375933609958
KEGG_VIRAL_MYOCARDITIS	IGFBP7	1.22556628856256e-05	2.1056189458363e-05	58	580	20	3.03856923493813	FALSE	0.0344827586206897	6.5820451843044
KEGG_HEMATOPOIETIC_CELL_LINEAGE	THBS1	1.22709617015142e-05	2.10735934528531e-05	76	591	24	4.05708608075151	FALSE	0.0406091370558376	5.91557574138392
KEGG_VIRAL_MYOCARDITIS	TGFBI	1.23845849667939e-05	2.12597696461552e-05	58	750	23	3.92918435552344	FALSE	0.0306666666666667	5.85363218390805
KEGG_TYPE_I_DIABETES_MELLITUS,..	GADD45B	1.23931405342945e-05	2.12655025077099e-05	47	717	19	3.0438984734893	FALSE	0.0264993026499303	6.24199531143357
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CLEC4A	1.25052159788246e-05	2.14487865147951e-05	103	401	25	3.73073796405022	FALSE	0.0623441396508728	6.70108708810498
KEGG_TYPE_I_DIABETES_MELLITUS,..	PSAP	1.25239140576237e-05	2.14718240592648e-05	47	459	14	1.94860446210821	FALSE	0.0305010893246187	7.18462893431604
KEGG_ASTHMA	CD53	1.26205007559341e-05	2.16283234896778e-05	25	860	14	1.9420106584771	FALSE	0.0162790697674419	7.20902325581395
KEGG_PRIMARY_IMMUNODEFICIENCY	CCL5	1.2626513086797e-05	2.16295352331392e-05	32	838	18	2.42218408454521	FALSE	0.0214797136038186	7.43130966587112
KEGG_PRIMARY_IMMUNODEFICIENCY	FAM65B	1.26616802214026e-05	2.16806678969586e-05	32	208	9	0.601210369433655	FALSE	0.0432692307692308	14.9698016826923
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	GBP1	1.28139091009703e-05	2.19321189776054e-05	38	860	22	2.9518562008852	FALSE	0.0255813953488372	7.45293757649939
KEGG_HEMATOPOIETIC_CELL_LINEAGE	LY96	1.2878945760443e-05	2.20341845846941e-05	76	748	26	5.13485683316774	FALSE	0.0347593582887701	5.06343231072333
KEGG_PRIMARY_IMMUNODEFICIENCY	ISG20	1.2985896306147e-05	2.22078436410073e-05	32	794	18	2.29500496793424	FALSE	0.0226700251889169	7.84312027707809
KEGG_TYPE_I_DIABETES_MELLITUS,..	SP100	1.30078796756547e-05	2.22361112946098e-05	47	563	18	2.39011832716105	FALSE	0.0319715808170515	7.53100789841654
KEGG_VIRAL_MYOCARDITIS	TM6SF1	1.30878728288563e-05	2.23634775872788e-05	58	368	14	1.9279197904435	FALSE	0.0380434782608696	7.26171289355322
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CSF1R	1.31214906037704e-05	2.24115279394938e-05	76	433	24	2.97245054647277	TRUE	0.0554272517321016	8.07414610429075
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	IRF1	1.32269860556097e-05	2.25822538311226e-05	38	764	20	2.62234667148406	FALSE	0.0261780104712042	7.62675668228162
KEGG_TYPE_I_DIABETES_MELLITUS,..	C1S	1.32973323755012e-05	2.26925602412126e-05	47	605	18	2.56842200343239	FALSE	0.0297520661157025	7.00819412695622
KEGG_ASTHMA	CSF3R	1.33027272446648e-05	2.26925602412126e-05	25	346	9	0.781320567247764	FALSE	0.0260115606936416	11.5189595375723
KEGG_HEMATOPOIETIC_CELL_LINEAGE	S100A8	1.33762611962389e-05	2.28084554149168e-05	76	449	21	3.08228705627315	FALSE	0.0467706013363029	6.81312272887118
KEGG_ASTHMA	GADD45B	1.34288991665384e-05	2.28886379188867e-05	25	717	10	1.61909493270707	FALSE	0.0139470013947001	6.17629009762901
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CHI3L1	1.35004176316825e-05	2.30009204698578e-05	38	205	9	0.70364014090868	FALSE	0.0439024390243902	12.7906290115533
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CORO1A	1.35254732883846e-05	2.30339827054069e-05	76	678	25	4.65432210279108	FALSE	0.0368731563421829	5.37135149821456
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	GBP2	1.35390339652286e-05	2.30471443603329e-05	103	815	28	7.58242254538885	FALSE	0.0343558282208589	3.69275120614688
KEGG_CELL_ADHESION_MOLECULES_CAMS	ENPP2	1.3549100755087e-05	2.30471443603329e-05	95	318	18	2.72875079035318	FALSE	0.0566037735849057	6.59642502482622
KEGG_CELL_ADHESION_MOLECULES_CAMS	CD83	1.35501606651258e-05	2.30471443603329e-05	95	367	23	3.14921867943275	FALSE	0.0626702997275204	7.30339882403557
KEGG_TYPE_I_DIABETES_MELLITUS,..	CSTA	1.35996669555283e-05	2.31217023259754e-05	47	464	16	1.96983109023575	FALSE	0.0344827586206897	8.12252384446075
KEGG_HEMATOPOIETIC_CELL_LINEAGE	RUNX3	1.36345064155699e-05	2.31712724703119e-05	76	541	26	3.71384698762533	FALSE	0.0480591497227357	7.00082692868956
KEGG_ASTHMA	TRAC	1.37729818952113e-05	2.33968529944902e-05	25	274	9	0.618733628398519	FALSE	0.0328467153284672	14.5458394160584
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	PLAC8	1.3823779716624e-05	2.34733652247713e-05	103	350	23	3.25625508084184	FALSE	0.0657142857142857	7.06332871012483
KEGG_TYPE_I_DIABETES_MELLITUS,..	FTH1	1.39279822998856e-05	2.36311921494498e-05	47	441	13	1.87218860084907	FALSE	0.0294784580498866	6.94374487383606
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	TPP1	1.39283185516625e-05	2.36311921494498e-05	103	706	27	6.56833167735525	FALSE	0.0382436260623229	4.1106328556891
KEGG_VIRAL_MYOCARDITIS	GLIPR1	1.39939456192238e-05	2.37326606861795e-05	58	676	23	3.54150483244513	FALSE	0.0340236686390533	6.49441440522342
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CSF2RA	1.40120874807986e-05	2.37535470516491e-05	103	267	21	2.48405744738506	FALSE	0.0786516853932584	8.4539107668812
KEGG_TYPE_I_DIABETES_MELLITUS,..	SOD2	1.41088862070176e-05	2.39077011911931e-05	47	860	23	3.65098003793695	FALSE	0.0267441860465116	6.29967837704107
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CCL2	1.41176515663102e-05	2.39126154698159e-05	103	679	26	6.31713485683317	FALSE	0.0382916053019146	4.11578992521841
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	MYO1F	1.41561082426257e-05	2.39677962230835e-05	38	566	14	1.94273326709421	FALSE	0.0247349823321555	7.20634182629719
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	IGFLR1	1.41905590269081e-05	2.40161515785406e-05	103	224	17	2.08400325173878	FALSE	0.0758928571428571	8.15737690707351
KEGG_HEMATOPOIETIC_CELL_LINEAGE	NCKAP1L	1.42413003303483e-05	2.409202549661e-05	76	515	25	3.53536265919971	FALSE	0.0485436893203883	7.07141032192131
KEGG_ASTHMA	SPI1	1.43881558791968e-05	2.43303656240089e-05	25	236	9	0.532923855116972	FALSE	0.038135593220339	16.8879661016949
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	MS4A1	1.44652833585777e-05	2.44506468710287e-05	103	225	16	2.09330683768404	FALSE	0.0711111111111111	7.64340884573894
KEGG_VIRAL_MYOCARDITIS	S100A9	1.47025088648634e-05	2.48413297314746e-05	58	457	20	2.39418300063228	FALSE	0.0437636761487965	8.35358032143666
KEGG_VIRAL_MYOCARDITIS	MGAT1	1.48478186752875e-05	2.50764526674181e-05	58	583	22	3.05428597236022	FALSE	0.0377358490566038	7.20299284320104
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ARHGEF6	1.49454566325535e-05	2.52309013212921e-05	103	274	19	2.5491825490019	FALSE	0.0693430656934307	7.45336971157253
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	RAB31	1.5014379258419e-05	2.53367649985821e-05	103	624	26	5.80543762984374	FALSE	0.0416666666666667	4.47855987055016
KEGG_HEMATOPOIETIC_CELL_LINEAGE	PTPN22	1.50497690501851e-05	2.53764393108189e-05	76	299	16	2.05256977689459	FALSE	0.0535117056856187	7.79510649533533
KEGG_HEMATOPOIETIC_CELL_LINEAGE	VAV1	1.50503385463723e-05	2.53764393108189e-05	76	351	19	2.40953843374582	FALSE	0.0541310541310541	7.88532763532764
KEGG_HEMATOPOIETIC_CELL_LINEAGE	PTAFR	1.50985673109744e-05	2.5447233950741e-05	76	313	17	2.14867672296992	FALSE	0.0543130990415335	7.91184630906339
KEGG_CELL_ADHESION_MOLECULES_CAMS	PTAFR	1.53838249411124e-05	2.59172951590559e-05	95	313	20	2.6858459037124	FALSE	0.0638977635782748	7.44644358500084
KEGG_VIRAL_MYOCARDITIS	IFITM3	1.53915401262416e-05	2.59195824430761e-05	58	678	23	3.55198265739319	FALSE	0.0339233038348083	6.47525684060625
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CTSH	1.54240676894017e-05	2.59636349998724e-05	38	594	15	2.03884021316954	FALSE	0.0252525252525253	7.35712387028177
KEGG_VIRAL_MYOCARDITIS	PRKCB	1.54436809580077e-05	2.59859212817984e-05	58	389	13	2.03793695239816	FALSE	0.0334190231362468	6.37900008864462
KEGG_ASTHMA	IL2RG	1.54558719790062e-05	2.59957054696404e-05	25	479	12	1.08165477373318	FALSE	0.0250521920668058	11.0941127348643
KEGG_PRIMARY_IMMUNODEFICIENCY	PARP8	1.54632788079336e-05	2.59974382267815e-05	32	221	9	0.638786017523259	FALSE	0.0407239819004525	14.0892251131222
KEGG_VIRAL_MYOCARDITIS	TNFSF10	1.55899634661177e-05	2.61996212083107e-05	58	760	24	3.98157348026375	FALSE	0.0315789473684211	6.02776769509982
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	MMP9	1.57325007574225e-05	2.6428099899715e-05	103	373	23	3.47023755758287	FALSE	0.0616621983914209	6.62778833389729
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	HLA-A	1.57388831387069e-05	2.6428099899715e-05	103	466	24	4.33547105049228	TRUE	0.0515021459227468	5.53573065544398
KEGG_ASTHMA	IGHG1	1.57526888094207e-05	2.64403920444661e-05	25	288	9	0.650347755396983	FALSE	0.03125	13.83875
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	HLA-E	1.57856715818025e-05	2.64848489872465e-05	38	933	21	3.20242073886731	FALSE	0.022508038585209	6.55753934675918
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CST7	1.58256244923804e-05	2.6540958887468e-05	76	335	18	2.29970192394544	FALSE	0.0537313432835821	7.82710133542812
KEGG_CELL_ADHESION_MOLECULES_CAMS	MARCH1	1.58871802077065e-05	2.66332375439224e-05	95	241	15	2.06801553608527	FALSE	0.0622406639004149	7.25333042148941
KEGG_TYPE_I_DIABETES_MELLITUS,..	MVP	1.61248973018259e-05	2.70206355526281e-05	47	444	13	1.88492457772559	FALSE	0.0292792792792793	6.89682767874257
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	GPNMB	1.6145054128698e-05	2.70432973223918e-05	38	520	12	1.78484328425616	FALSE	0.0230769230769231	6.72327935222672
KEGG_ASTHMA	APOE	1.62811908488373e-05	2.72601294007021e-05	25	294	9	0.663896666967754	FALSE	0.0306122448979592	13.5563265306122
KEGG_VIRAL_MYOCARDITIS	PSMB9	1.63329185156463e-05	2.73355126388711e-05	58	633	23	3.31623159606178	FALSE	0.0363349131121643	6.93558315628915
KEGG_VIRAL_MYOCARDITIS	ARHGAP25	1.6464874548208e-05	2.75450527423241e-05	58	628	23	3.29003703369163	FALSE	0.036624203821656	6.99080276740611
KEGG_TYPE_I_DIABETES_MELLITUS,..	CTSH	1.67404475172648e-05	2.79906159312273e-05	47	594	20	2.5217234215518	FALSE	0.0336700336700337	7.9310838885307
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CD44	1.67449380074229e-05	2.79906159312273e-05	76	1106	27	7.59244873995122	TRUE	0.0244122965641953	3.55616493766061
KEGG_VIRAL_MYOCARDITIS	MAN2B1	1.68963742604824e-05	2.82321794508142e-05	58	653	23	3.42100984554241	FALSE	0.0352220520673813	6.72316100755135
KEGG_CELL_ADHESION_MOLECULES_CAMS	LRMP	1.69805152160902e-05	2.83611472904546e-05	95	353	22	3.02908499683859	FALSE	0.0623229461756374	7.26291933800507
KEGG_TYPE_I_DIABETES_MELLITUS,..	PLAUR	1.70235395101118e-05	2.842136387499e-05	47	1203	24	5.10712672748623	FALSE	0.0199501246882793	4.6993155409349
KEGG_PRIMARY_IMMUNODEFICIENCY	GMFG	1.71349093005294e-05	2.85955895285544e-05	32	672	14	1.94237196278566	FALSE	0.0208333333333333	7.20768229166667
KEGG_CELL_ADHESION_MOLECULES_CAMS	WARS	1.73711174893948e-05	2.89779238969978e-05	95	828	28	7.10504922771204	FALSE	0.0338164251207729	3.94085939486397
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	JUNB	1.74333270449173e-05	2.9069805465083e-05	38	514	11	1.76424893866859	FALSE	0.0214007782101167	6.23494777800533
KEGG_TYPE_I_DIABETES_MELLITUS,..	EVI2A	1.74958682663199e-05	2.91621647268136e-05	47	512	18	2.17360672026014	FALSE	0.03515625	8.28116688829787
KEGG_TYPE_I_DIABETES_MELLITUS,..	ISG20	1.7543703924105e-05	2.92299472409383e-05	47	794	21	3.37078854665342	FALSE	0.026448362720403	6.22999624845919
KEGG_ASTHMA	C10orf10	1.76096586922194e-05	2.93278506896154e-05	25	296	9	0.668412970824677	FALSE	0.0304054054054054	13.4647297297297
KEGG_CELL_ADHESION_MOLECULES_CAMS	FCGR3B	1.77928382440906e-05	2.96208254475939e-05	95	366	23	3.1406377021046	FALSE	0.0628415300546448	7.32335346563129
KEGG_ASTHMA	RHOH	1.79734483396485e-05	2.99092852574478e-05	25	339	9	0.765513503748532	FALSE	0.0265486725663717	11.756814159292
KEGG_VIRAL_MYOCARDITIS	C3	1.79830121184445e-05	2.99103983586997e-05	58	466	19	2.44133321289856	FALSE	0.0407725321888412	7.78263282521829
KEGG_VIRAL_MYOCARDITIS	FAS	1.79887899866401e-05	2.99103983586997e-05	58	632	23	3.31099268358775	FALSE	0.0363924050632911	6.94655718027062
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CAPG	1.80887820553771e-05	3.00643964287699e-05	38	555	13	1.90497696685033	FALSE	0.0234234234234234	6.82422949265055
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	MS4A4A	1.81166032162815e-05	3.00983664681253e-05	103	623	27	5.79613404389847	FALSE	0.043338683788122	4.6582773613427
KEGG_HEMATOPOIETIC_CELL_LINEAGE	LAIR1	1.8131788230746e-05	3.01113240801432e-05	76	550	26	3.77563002438804	FALSE	0.0472727272727273	6.88626794258373
KEGG_ASTHMA	FCER1G	1.86246321995154e-05	3.09171927839676e-05	25	888	15	2.00523891247403	TRUE	0.0168918918918919	7.48040540540541
