NODE	LABEL	COLOR	SIZE	SHAPE	SECTOR	URL	MODULE	KD_MODULE	KD_TOP_MODULE	KD_BORDER_COLOR	KD_subnetwork_shown	LABELSIZE
IL3RA	IL3RA	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
IL4R	IL4R	#9FFF96	100	Diamond	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
IL6	IL6	#B2C0FF	100	Diamond	1:C2FF7F,1:9FFF96,1:B2C0FF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1,1&chco=C2FF7F|9FFF96|B2C0FF	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
IL6R	IL6R	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
IL6ST	IL6ST	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IL7	IL7	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
IL7R	IL7R	#9FFF96	100	Diamond	1:FFD47F,1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=FFD47F|9FFF96	KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
ING3	ING3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
INHBA	INHBA	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
INPP4A	INPP4A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
INPP5D	INPP5D	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
IPCEF1	IPCEF1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IQGAP1	IQGAP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IQGAP2	IQGAP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IQSEC1	IQSEC1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IRAK3	IRAK3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IRAK4	IRAK4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IRF1	IRF1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
IRF2	IRF2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IRF4	IRF4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IRF5	IRF5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
IRF7	IRF7	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
IRF8	IRF8	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
IRF9	IRF9	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
ISG15	ISG15	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
ISG20	ISG20	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
ITGA2B	ITGA2B	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
ITGA4	ITGA4	#ABFFDC	100	Diamond	1:C2FF7F,1:9FFF96,1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1,1&chco=C2FF7F|9FFF96|ABFFDC	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
ITGA5	ITGA5	#9FFF96	100	Diamond	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
ITGAL	ITGAL	#ABFFDC	100	Diamond	1:FF9F7F,1:F6FF7F,1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1,1&chco=FF9F7F|F6FF7F|ABFFDC	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
ITGAM	ITGAM	#ABFFDC	100	Ellipse	1:9FFF96,1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=9FFF96|ABFFDC	KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS	Not a KD	Not a KD	Not a KD	Not a KD	12
ITGAX	ITGAX	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
ITGB2	ITGB2	#ABFFDC	100	Diamond	1:FF9F7F,1:F6FF7F,1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1,1&chco=FF9F7F|F6FF7F|ABFFDC	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
ITGB3	ITGB3	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
ITGB7	ITGB7	#ABFFDC	100	Diamond	1:C2FF7F,1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=C2FF7F|ABFFDC	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
ITK	ITK	#cfcfcf	200	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	YES	30
ITM2A	ITM2A	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
ITM2B	ITM2B	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
ITPKB	ITPKB	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ITPR2	ITPR2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ITPR3	ITPR3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
JAG1	JAG1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
JAK1	JAK1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
JAK2	JAK2	#cfcfcf	100	Diamond				KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
JAK3	JAK3	#FFD47F	100	Ellipse	1:FFD47F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=FFD47F	KEGG_PRIMARY_IMMUNODEFICIENCY	Not a KD	Not a KD	Not a KD	Not a KD	12
JCHAIN	JCHAIN	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
JUNB	JUNB	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
JUND	JUND	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KCNAB2	KCNAB2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KCNE3	KCNE3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KCNJ2	KCNJ2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KCNN4	KCNN4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KCNQ1	KCNQ1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KCTD12	KCTD12	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
KDM5A	KDM5A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KDM6B	KDM6B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KHDRBS1	KHDRBS1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA0040	KIAA0040	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA0125	KIAA0125	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA0226L	KIAA0226L	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA0513	KIAA0513	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA0922	KIAA0922	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA0930	KIAA0930	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA1033	KIAA1033	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIAA1551	KIAA1551	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIF20A	KIF20A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIF21B	KIF21B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KIR2DL4	KIR2DL4	#F6FF7F	100	Ellipse	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Not a KD	Not a KD	Not a KD	Not a KD	12
KLF10	KLF10	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KLF4	KLF4	#cfcfcf	100	Diamond				KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
KLF6	KLF6	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
KLRB1	KLRB1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
KLRC2	KLRC2	#F6FF7F	100	Ellipse	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Not a KD	Not a KD	Not a KD	Not a KD	12
KLRD1	KLRD1	#B2C0FF	100	Ellipse	1:F6FF7F,1:B2C0FF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=F6FF7F|B2C0FF	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_TYPE_I_DIABETES_MELLITUS,..	Not a KD	Not a KD	Not a KD	Not a KD	12
KLRF1	KLRF1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KLRG1	KLRG1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KLRK1	KLRK1	#F6FF7F	100	Diamond	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
KMO	KMO	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KPNA2	KPNA2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
KYNU	KYNU	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
LACC1	LACC1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LACTB	LACTB	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LAG3	LAG3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LAIR1	LAIR1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
LAIR2	LAIR2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LAMA4	LAMA4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LAMP2	LAMP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LAMP3	LAMP3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LAP3	LAP3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LAPTM5	LAPTM5	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
LAT	LAT	#F6FF7F	100	Ellipse	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Not a KD	Not a KD	Not a KD	Not a KD	12
LAT2	LAT2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LAX1	LAX1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LBH	LBH	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LCK	LCK	#F6FF7F	200	Diamond	1:FFD47F,1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=FFD47F|F6FF7F	KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	YES	30
LCP1	LCP1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
